Region,Refuge Code,Refuge Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Refuge Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Origin,Origin Tags,Abundance,FWS Tags,Refuge Tags,Internal Refuge Tags,ExternalLinks,State Status
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98263,189890,Active,Cladonia digitata,finger cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98266,189893,Active,Cladonia ecmocyna,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98270,189897,Active,Cladonia fimbriata,Cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98275,189900,Active,Cladonia furcata,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98279,189904,Active,Cladonia gracilis,Cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98280,189905,Active,Cladonia gracilis var. gracilis,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98282,189907,Active,Cladonia gracilis var. turbinata,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98283,189908,Active,Cladonia gracilis var. vulnerata,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98286,189910,Active,Cladonia grayi,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98288,189912,Active,Cladonia hookeri,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98293,189917,Active,Cladonia kanewskii,Kanewsk's cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98298,189921,Active,Cladonia macilenta,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98299,189922,Active,Cladonia macroceras,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98301,189924,Active,Cladonia macrophyllodes,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98305,189928,Active,Cladonia maxima,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98310,189932,Active,Cladonia metacorallifera,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98311,189933,Active,Cladonia multiformis,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98314,189936,Active,Cladonia ochrochlora,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98323,189944,Active,Cladonia pleurota,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99268,189956,Active,Cladonia pyxidata,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99275,189962,Active,Cladonia rei,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99278,189965,Active,Cladonia scabriuscula,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99281,189968,Active,Cladonia squamosa,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99286,189972,Active,Cladonia stricta,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99290,189976,Active,Cladonia subfurcata,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99296,189981,Active,Cladonia subulata,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99297,189982,Active,Cladonia sulphurina,Sulpher cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99298,189983,Active,Cladonia symphycarpa,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99303,189988,Active,Cladonia umbricola,"cup lichen, shaded cladonia",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,99304,189989,Active,Cladonia uncialis,cup lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Cladoniaceae,98202,189835,Active,Cladoniaceae,,Cladiaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Ectolechiaceae,103317,191885,Active,Lopadium coralloideum,coral granular lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Ectolechiaceae,103320,191888,Active,Lopadium pezizoideum,granular lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Hymeneliaceae,96718,189695,Active,Aspicilia,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Hymeneliaceae,97427,189733,Active,Aspicilia myrinii,Myrin's aspicilia,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,39201,14015,Active,Lecanora,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102045,190323,Active,Lecanora boligera,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102064,190340,Active,Lecanora chlarotera,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102070,190346,Active,Lecanora circumborealis,arctic rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102090,190364,Active,Lecanora farinaria,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102092,190366,Active,Lecanora fuliginosa,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102093,190367,Active,Lecanora fuscescens,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102106,190379,Active,Lecanora hagenii,Hagen's rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102959,190431,Active,Lecanora piniperda,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102961,190433,Active,Lecanora polytropa,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102966,190438,Active,Lecanora pulicaris,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102971,190442,Active,Lecanora rupicola,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102988,190458,Active,Lecanora symmicta,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,102999,190468,Active,Lecanora varia,rim lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,39190,14014,Active,Lecanoraceae,,Lecanoraceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,103008,190476,Active,Lecidella,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,103015,190482,Active,Lecidella elaeochroma,lecidella lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,103017,190484,Active,Lecidella euphorea,lecidella lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Lecanoraceae,103028,190494,Active,Lecidella wulfenii,Wulfen's lecidella lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Mycoblastaceae,103082,190542,Active,Mycoblastaceae,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Mycoblastaceae,103083,190543,Active,Mycoblastus,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Mycoblastaceae,103084,190544,Active,Mycoblastus affinis,blood lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Mycoblastaceae,103085,190545,Active,Mycoblastus alpinus,alpine blood lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Mycoblastaceae,103087,190547,Active,Mycoblastus sanguinarius,blood lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,100190,190077,Active,Alectoria,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103760,190558,Active,Allantoparmelia alpicola,allantoparmelia lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103764,190561,Active,Asahinea,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103765,190562,Active,Asahinea chrysantha,golden asahinea lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103766,190563,Active,Asahinea scholanderi,Scholander's asahinea lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103768,190565,Active,Brodoa oroarctica,arctic brodoa lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103769,190566,Active,Bryocaulon,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103770,190567,Active,Bryocaulon divergens,bryocaulon lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103772,190569,Active,Bryoria,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103776,190572,Active,Bryoria capillaris,horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103777,190573,Active,Bryoria carlottae,Carlott's horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103780,190576,Active,Bryoria fremontii,Fremont's horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103783,190579,Active,Bryoria fuscescens,horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103787,190582,Active,Bryoria lanestris,horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103789,190584,Active,Bryoria nitidula,horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103793,190588,Active,Bryoria pseudofuscescens,horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103796,190590,Active,Bryoria simplicior,horsehair lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103805,190599,Active,Cavernularia,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103810,190602,Active,Cetraria,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103815,190607,Active,Cetraria commixta,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103816,190608,Active,Cetraria cucullata,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103821,190612,Active,Cetraria ericetorum,cetraria lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103823,190614,Active,Cetraria ericetorum var. reticulata,cetraria lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103825,190616,Active,Cetraria hepatizon,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103827,190618,Active,Cetraria islandica,Island cetraria lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103830,190620,Active,Cetraria islandica var. crispiformes,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103828,190619,Active,Cetraria islandica var. islandica,Icelandmoss,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103832,190622,Active,Cetraria kamczatica,Kamchatka cetraria lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103833,190623,Active,Cetraria laevigata,Cetraria lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103834,190624,Active,Cetraria nigricans,Blackened icelandmoss,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103835,190625,Active,Cetraria nigricascens,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103836,190626,Active,Cetraria nivalis,Ragged snow,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103855,190643,Active,Coelocaulon aculeatum,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103863,190650,Active,Dactylina,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103864,190651,Active,Dactylina arctica,Arctic dactylina lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103882,190668,Active,Hypogymnia austerodes,tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,103883,190669,Active,Hypogymnia bitteri,bitter tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104421,190670,Active,Hypogymnia duplicata,duplicate tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104422,190671,Active,Hypogymnia enteromorpha,tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104429,190678,Active,Hypogymnia metaphysodes,tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104432,190680,Active,Hypogymnia occidentalis,western tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104434,190682,Active,Hypogymnia physodes,tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104437,190685,Active,Hypogymnia rugosa,tube lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104444,190691,Active,Imshaugia aleurites,imshaugia lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,39134,14009,Active,Parmelia,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104470,190714,Active,Parmelia hygrophila,shield lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104473,190717,Active,Parmelia omphalodes,shield lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,39146,14010,Active,Parmelia saxatilis,shield lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104477,190720,Active,Parmelia skultii,Skult's shield lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104478,190721,Active,Parmelia squarrosa,shield lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,39157,14011,Active,Parmelia sulcata,shield lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,38319,14008,Active,Parmeliaceae,,Alectoriaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104479,190722,Active,Parmeliopsis,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104480,190723,Active,Parmeliopsis ambigua,ambiguous bran lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104481,190724,Active,Parmeliopsis hyperopta,bran lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,39168,14012,Active,Platismatia,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104483,190726,Active,Platismatia glauca,Ragbag,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104490,190732,Active,Pseudephebe,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104491,190733,Active,Pseudephebe minuscula,blackcurly lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Fungi,13,Lecanorales,Parmeliaceae,104492,190734,Active,Pseudephebe pubescens,blackcurly lichen,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
