Region,Refuge Code,Refuge Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Refuge Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Origin,Origin Tags,Abundance,FWS Tags,Refuge Tags,Internal Refuge Tags,ExternalLinks,State Status
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Ericaceae,127702,23571,Active,Vaccinium,"blueberries, blueberry, huckleberry",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Ericaceae,127751,23607,Active,Vaccinium ovalifolium,Oval-leaf blueberry,Vaccinium alaskaense,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Ericaceae,163570,505635,Active,Vaccinium oxycoccos,Small cranberry,Vaccinium microcarpus,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Ericaceae,127705,23574,Active,Vaccinium uliginosum,Bog blueberry,Vaccinium uliginosum ssp. alpinum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Ericaceae,163574,505637,Active,Vaccinium vitis-idaea,Lingonberry,Vaccinium vitus-idaea,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Polemoniaceae,137187,30896,Active,Polemoniaceae,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Polemoniaceae,138895,30998,Active,Polemonium,Jacob's-ladder,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Polemoniaceae,138899,31000,Active,Polemonium boreale,northern Jacob's-ladder,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Polemoniaceae,138901,31002,Active,Polemonium boreale ssp. macranthum,Northern jacob's-ladder,Polemonium macranthum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Polemoniaceae,138904,31005,Active,Polemonium caeruleum,charity,Polemonium caeruleum var. album,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Polemoniaceae,206582,526441,Active,Polemonium caeruleum ssp. villosum,,Polemonium acutiflorum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Polemoniaceae,138924,31023,Active,Polemonium pulcherrimum,Jacob's-ladder,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Primulaceae,121069,23936,Active,Androsace alaskana,Alaskan douglasia,Androsace alaskana var. alaskana,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Primulaceae,121692,24014,Active,Primula,"primrose, shootingstar",Dodecatheon,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Primulaceae,121696,24018,Active,Primula cuneifolia,Wedgeleaf primrose,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Primulaceae,121061,23929,Active,Primulaceae,primroses,Theophrastaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Primulaceae,121733,24051,Active,Trientalis,starflower,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ericales,Primulaceae,121736,24054,Active,Trientalis europaea,Arctic starflower,Trientalis arctica,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,,157863,500022,Active,Fabales,,Polygalales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,121399,25392,Active,Astragalus,"locoweed, milkvetch",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,121400,25393,Active,Astragalus alpinus,Alpine milkvetch,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,123006,25636,Active,Astragalus polaris,Polar milk vetch,Astragalus amblyodon,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,121401,25394,Active,Astragalus umbellatus,Tundra milkvetch,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,156251,501966,Active,Cytisus scoparius,Scotch broom,Cytiscus scoparius,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,157903,500059,Active,Fabaceae,"legumes, peas",Leguminosae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,121880,26722,Active,Hedysarum,"sweet vetch, sweetvetch",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,121881,26723,Active,Hedysarum alpinum,Alpine sweetvetch,Hedysarum hedysaroides,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,123890,25834,Active,Lathyrus,"pea, peavine, sweet pea, vetchling",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,123892,25836,Active,Lathyrus japonicus,Beach pea,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,214930,528684,Active,Lathyrus japonicus var. maritimus,Beach pea,Lathyrus maritimus,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,124594,25866,Active,Lathyrus palustris,marsh pea,Lathyrus myrtifolius,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,124650,25916,Active,Lupinus,lupine,Lupinus lasalensis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,124651,25917,Active,Lupinus arcticus,arctic lupine,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,125629,26076,Active,Lupinus nootkatensis,Nootka lupine,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,124656,25921,Active,Lupinus polyphyllus,bigleaf lupine,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,158887,503721,Active,Medicago lupulina,Black Medick,Medicago lupulina var. cupaniana,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,126514,26150,Active,Melilotus officinalis,Yellow sweetclover,Melilotus luteus,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,126519,26155,Active,Oxytropis,"crazyweed, locoweed",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,126531,26166,Active,Oxytropis campestris,field locoweed,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,126522,26158,Active,Oxytropis nigrescens,Blackish oxytrope,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,126527,26162,Active,Oxytropis splendens,showy locoweed,Aragallus splendens,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,126574,26204,Active,Trifolium,clover,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,127303,26261,Active,Trifolium hybridum,Alsike clover,Trifolium elegans,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,127361,26313,Active,Trifolium pratense,red clover,Trifolium pratense var. frigidum,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,126576,26206,Active,Trifolium repens,White clover,Trifolium repens var. giganteum,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fabales,Fabaceae,127385,26335,Active,Vicia cracca,bird vetch,Vicia semicincta,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,,96440,19273,Active,Fagales,,Myricales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,101988,19466,Active,Alnus,alder,Alnaster,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,92015,181889,Active,Alnus incana ssp. tenuifolia,"Alder, mountain alder",Alnus incana var. occidentalis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,92021,181894,Active,Alnus viridis ssp. crispa,"Alder, mountain",Alnus crispa var. elongata,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,92022,181895,Active,Alnus viridis ssp. sinuata,Sitka alder,Alnus crispa ssp. laciniata,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,102783,19478,Active,Betula,birch,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,103529,19485,Active,Betula glandulosa,resin birch,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,100478,195224,Active,Betula kenaica,Kenai birch,Betula neoalaskana var. kenaica,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,102794,19479,Active,Betula nana,dwarf birch,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,100457,195205,Active,Betula nana ssp. exilis,Dwarf birch,Betula exilis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,94772,183536,Active,Betula neoalaskana,Alaska Paper Birch,Betula papyrifera ssp. humilis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,104709,19495,Active,Betula pendula,Silver birch,Betula verrucosa,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Betulaceae,101977,19465,Active,Betulaceae,"alder, birch",Carpinaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Myricaceae,96162,19260,Active,Myrica,sweetgale,Gale,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Myricaceae,96351,19265,Active,Myrica gale,Sweetgale,Gale palustris,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Fagales,Myricaceae,96128,19257,Active,Myricaceae,sweet gale,Canacomyricaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,,128090,29910,Active,Gentianales,,Rubiales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,128148,29963,Active,Gentiana,gentian,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,128162,29976,Active,Gentiana douglasiana,Swamp gentian,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,128163,29977,Active,Gentiana glauca,Pale gentian,Dasystephana glauca,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,128147,29962,Active,Gentianaceae,gentians,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,129054,30057,Active,Gentianella,"dwarf gentian, dwarfgentian",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,129055,30058,Active,Gentianella amarella,autumn dwarf gentian,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,129058,30060,Active,Gentianella amarella ssp. acuta,Autumn dwarf gentian,Amarella acuta,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,129110,30107,Active,Swertia,felwort,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Gentianaceae,129122,30118,Active,Swertia perennis,Star gentian,Swertia perennis var. obtusa,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Rubiaceae,137981,34796,Active,Galium,bedstraw,Relbunium,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Rubiaceae,287453,565204,Active,Galium boreale,northern bedstraw,Galium boreale var. boreale,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Rubiaceae,211724,528209,Active,Galium circaezans var. circaezans,"licorice bedstraw, northern bedstraw",Galium boreale,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Rubiaceae,137993,34806,Active,Galium trifidum,threepetal bedstraw,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Rubiaceae,137994,34807,Active,Galium trifidum ssp. trifidum,Small bedstraw,Galium brandegeei,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Rubiaceae,138799,34933,Active,Galium triflorum,Fragrant bedstraw,Galium brachiatum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Gentianales,Rubiaceae,137968,34784,Active,Rubiaceae,madders,Theligonaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Geraniales,,128418,29060,Active,Geraniales,,Francoales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Geraniales,Geraniaceae,130069,29103,Active,Geraniaceae,geraniums,Erodiaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Geraniales,Geraniaceae,130070,29104,Active,Geranium,geranium,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Geraniales,Geraniaceae,157452,502757,Active,Geranium erianthum,Woolly geranium,Geranium pratense var. erianthum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Isoetales,Isoetaceae,77887,17124,Active,Isoetes echinospora,Quillwort,Isoetes echinospora var. echinospora,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Isoetales,Isoetaceae,91233,181778,Active,Isoetes maritima,maritime quillwort,Isoetes echinospora ssp. maritima,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,,130260,31632,Active,Lamiales,,Plantaginales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lamiaceae,108241,196115,Active,Galeopsis,hempnettle,Galeopsis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lamiaceae,135607,32496,Active,Galeopsis bifida,Splitlip hempnettle,Galeopsis tetrahit var. bifida,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lamiaceae,135610,32499,Active,Galeopsis tetrahit,Brittlestem hempnettle,,Accepted,No,Approved,Present,,Non-native,Invasive,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lamiaceae,134010,32251,Active,Lamiaceae,mints,Labiatae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,135312,34432,Active,Lentibulariaceae,bladderworts,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,135313,34433,Active,Pinguicula,butterwort,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,135314,34434,Active,Pinguicula villosa,Hairy butterwort,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,135323,34442,Active,Pinguicula vulgaris,Common butterwort,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,135324,34443,Active,Utricularia,bladderwort,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,135336,34454,Active,Utricularia intermedia,flatleaf bladderwort,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,135326,34445,Active,Utricularia vulgaris,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Lentibulariaceae,207636,526799,Active,Utricularia vulgaris ssp. macrorhiza,Bladderwort,Utricularia macrorhiza,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,134463,34268,Active,Boschniakia,groundcone,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,134466,34270,Active,Boschniakia rossica,Northern groundcone,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,130348,33049,Active,Castilleja,Indian paintbrush,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,135085,33177,Active,Castilleja unalaschcensis,Alaska indian paintbrush,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,138348,33592,Active,Euphrasia mollis,Subalpine eyebright,Euphrasia arctica var. mollis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,134462,34267,Active,Orobanchaceae,broomrape,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,136617,33352,Active,Pedicularis,lousewort,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,136618,33353,Active,Pedicularis capitata,Capitate lousewort,Pedicularis nelsonii,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,136646,33379,Active,Pedicularis labradorica,Labrador lousewort,Pedicularis euphrasioides,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,136630,33364,Active,Pedicularis lanata,Woolly lousewort,Pedicularis kanei,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,158627,504164,Active,Pedicularis macrodonta,Muskeg lousewort,Pedicularis parviflora var. macrodonta,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,136651,33383,Active,Pedicularis parviflora,Smallflower lousewort,Pedicularis parviflora ssp. parviflora,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,136623,33358,Active,Pedicularis verticillata,Whorled lousewort,Pediculariopsis verticillata,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,133259,34018,Active,Rhinanthus,"rattleweed, yellow rattle",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Lamiales,Orobanchaceae,161895,504749,Active,Rhinanthus minor,little yellow rattle,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
