ID	taxonID	kingdom	phylum	class	order	family	scientificName	taxonRank
98632	98632	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Oeneis polixenes (Fabricius, 1775)	species
98663	98663	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Polygonia faunus (W. H. Edwards, 1862)	species
766229	766229	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Speyeria mormonia (Boisduval, 1869)	species
765936	765936	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio canadensis Rothschild and Jordan, 1906	species
765922	765922	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio machaon Linnaeus, 1758	species
765913	765913	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius phoebus (Fabricius, 1793)	species
98604	98604	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Colias nastes Boisduval, 1832	species
98597	98597	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Colias philodice Godart, 1819	species
765987	765987	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Euchloe ausonides (Lucas, 1852)	species
98717	98717	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Hyles gallii (Rottemburg, 1775)	species
505029	505029	Animalia	Arthropoda	Insecta	Neuroptera	Chrysopidae	Chrysopa chi Fitch, 1855	species
505773	505773	Animalia	Arthropoda	Insecta	Neuroptera	Coniopterygidae	Coniopteryx tineiformis Curtis, 1834	species
506702	506702	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Wesmaelius nervosus (Fabricius, 1793)	species
95521	95521	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna eremita Scudder, 1866	species
95522	95522	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna interrupta Walker, 1908	species
95525	95525	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna juncea (Linnaeus, 1758)	species
344967	344967	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna palmata Hagen, 1856	species
95526	95526	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna septentrionalis Burmeister, 1839	species
95527	95527	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna sitchensis Hagen, 1861	species
95528	95528	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna subarctica Walker, 1908	species
5809	5809	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Coenagrion resolutum (Hagen in Selys, 1876)	species
622554	622554	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Enallagma annexum (Hagen, 1861)	species
5771	5771	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Enallagma boreale Selys, 1875	species
4983	4983	Animalia	Arthropoda	Insecta	Odonata	Corduliidae	Cordulia shurtleffii Scudder, 1866	species
4510	4510	Animalia	Arthropoda	Insecta	Odonata	Corduliidae	Somatochlora albicincta (Burmeister, 1839)	species
5036	5036	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes disjunctus Selys, 1862	species
4437	4437	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Leucorrhinia hudsonica (Selys, 1850)	species
4442	4442	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Leucorrhinia patricia Walker, 1940	species
4443	4443	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Leucorrhinia proxima Calvert, 1890	species
4447	4447	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Libellula quadrimaculata Linnaeus, 1758	species
4553	4553	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum danae (Sulzer, 1776)	species
488089	488089	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Chorthippus curtipennis (Harris, 1835)	species
488755	488755	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Melanoplus fasciatus (F. Walker, 1870)	species
9231	9231	Animalia	Arthropoda	Insecta	Plecoptera	Capniidae	Capnia confusa Claassen, 1936	species
75	75	Animalia	Arthropoda	Insecta	Plecoptera	Capniidae	Eucapnopsis brevicauda (Claassen, 1924)	species
41	41	Animalia	Arthropoda	Insecta	Plecoptera	Capniidae	Utacapnia columbiana (Claassen, 1924)	species
3520	3520	Animalia	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Alloperla severa (Hagen, 1861)	species
3602	3602	Animalia	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Plumiperla diversa (Frison, 1935)	species
386806	386806	Animalia	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Suwallia forcipata (Neave, 1929)	species
2087	2087	Animalia	Arthropoda	Insecta	Plecoptera	Perlodidae	Isoperla petersoni Needham and Christenson, 1927	species
8319	8319	Animalia	Arthropoda	Insecta	Plecoptera	Pteronarcyidae	Pteronarcella badia (Hagen, 1874)	species
492019	492019	Animalia	Arthropoda	Insecta	Psocodea	Caeciliusidae	Valenzuela flavidus (Stephens, 1836)	species
491952	491952	Animalia	Arthropoda	Insecta	Psocodea	Liposcelididae	Liposcelis corrodens (Heymons, 1909)	species
490925	490925	Animalia	Arthropoda	Insecta	Psocodea	Psyllipsocidae	Dorypteryx domestica (Smithers, 1958)	species
569730	569730	Animalia	Arthropoda	Insecta	Thysanoptera	Thripidae	Taeniothrips orionis Treherne, 1924	species
14076	14076	Animalia	Arthropoda	Insecta	Trichoptera	Leptoceridae	Mystacides alafimbriatus Hill-Griffin, 1912	species
14087	14087	Animalia	Arthropoda	Insecta	Trichoptera	Leptoceridae	Oecetis inconspicua (Walker, 1852)	species
20094	20094	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Ecclisomyia conspersa Banks, 1907	species
373616	373616	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus dispar McLachlan, 1875	species
21028	21028	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus externus Hagen, 1861	species
22166	22166	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus sericeus (Say, 1824)	species
12816	12816	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius hostilis (Hagen, 1873)	species
12774	12774	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Philarctus quaeris (Milne, 1935)	species
97363	97363	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Agrypnia glacialis Hagen, 1873	species
19830	19830	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Banksiola crotchi Banks, 1944	species
19809	19809	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Phryganea cinerea Walker, 1852	species
735462	735462	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus lacustris G. O. Sars, 1863	species
727026	727026	Animalia	Arthropoda	Malacostraca	Amphipoda	Hyalellidae	Hyalella azteca Saussure, 1858	species
482317	482317	Animalia	Arthropoda	Malacostraca	Amphipoda	Talitridae	Traskorchestia georgiana (Bousfield, 1958)	species
724464	724464	Animalia	Arthropoda	Maxillopoda	Calanoida	Diaptomidae	Diaptomus pribilofensis Juday and Muttkowski	species
724525	724525	Animalia	Arthropoda	Maxillopoda	Calanoida	Temoridae	Epischura nevadensis Lilljeborg in Guerne and Richard, 1889	species
725501	725501	Animalia	Arthropoda	Maxillopoda	Cyclopoida	Cyclopidae	Cyclops columbianus Lindberg, 1956	species
725505	725505	Animalia	Arthropoda	Maxillopoda	Cyclopoida	Cyclopidae	Cyclops strenuus Fischer, 1851	species
724301	724301	Animalia	Arthropoda	Maxillopoda	Poecilostomatoida	Ergasilidae	Thersitina gasterostei (Pagenstecher, 1861)	species
730218	730218	Animalia	Arthropoda	Maxillopoda	Siphonostomatoida	Lernaeopodidae	Salmincola californiensis (Dana, 1853)	species
763343	763343	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates sylvaticus (LeConte, 1825)	species
79508	79508	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter gentilis (Linnaeus, 1758)	species
79512	79512	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter striatus Vieillot, 1808	species
80429	80429	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila chrysaetos (Linnaeus, 1758)	species
79563	79563	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo jamaicensis (Gmelin, 1788)	species
80391	80391	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo lagopus (Pontoppidan, 1763)	species
80455	80455	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus cyaneus (Linnaeus, 1766)	species
80444	80444	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus leucocephalus (Linnaeus, 1766)	species
81838	81838	Animalia	Chordata	Aves	Accipitriformes	Pandionidae	Pandion haliaetus (Linnaeus, 1758)	species
77782	77782	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas acuta Linnaeus, 1758	species
77804	77804	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas americana Gmelin, 1789	species
77806	77806	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas clypeata Linnaeus, 1758	species
77790	77790	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas crecca Linnaeus, 1758	species
77795	77795	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas discors Linnaeus, 1766	species
77770	77770	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas platyrhynchos Linnaeus, 1758	species
77781	77781	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas strepera Linnaeus, 1758	species
77723	77723	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser albifrons (Scopoli, 1769)	species
77736	77736	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser cygnoides (Linnaeus, 1758)	species
77839	77839	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya americana (Eyton, 1838)	species
78512	78512	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya collaris (Donovan, 1809)	species
78515	78515	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya marila (Linnaeus, 1761)	species
78513	78513	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya valisineria (A. Wilson, 1814)	species
76625	76625	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta canadensis (Linnaeus, 1758)	species
604603	604603	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta hutchinsii (Richardson, 1832)	species
78531	78531	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala albeola (Linnaeus, 1758)	species
78527	78527	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala clangula (Linnaeus, 1758)	species
78530	78530	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala islandica (Gmelin, 1789)	species
77742	77742	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen caerulescens (Linnaeus, 1758)	species
78533	78533	Animalia	Chordata	Aves	Anseriformes	Anatidae	Clangula hyemalis (Linnaeus, 1758)	species
76618	76618	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus buccinator Richardson, 1831	species
76612	76612	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus columbianus (Ord, 1815)	species
78535	78535	Animalia	Chordata	Aves	Anseriformes	Anatidae	Histrionicus histrionicus (Linnaeus, 1758)	species
78551	78551	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta fusca (Linnaeus, 1758)	species
78560	78560	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta nigra (Linnaeus, 1758)	species
78559	78559	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta perspicillata (Linnaeus, 1758)	species
78575	78575	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus merganser Linnaeus, 1758	species
78577	78577	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus serrator Linnaeus, 1758	species
83893	83893	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus rufus (Gmelin, 1788)	species
81924	81924	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Brachyramphus marmoratus (Gmelin, 1789)	species
77630	77630	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius semipalmatus Bonaparte, 1825	species
77694	77694	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis dominica (Statius Muller, 1776)	species
265872	265872	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis fulva (Gmelin, 1789)	species
77697	77697	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis squatarola (Linnaeus, 1758)	species
81064	81064	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus argentatus Pontoppidan, 1763	species
81073	81073	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus canus Linnaeus, 1758	species
80383	80383	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus glaucescens J. F. Naumann, 1840	species
81120	81120	Animalia	Chordata	Aves	Charadriiformes	Laridae	Rissa tridactyla (Linnaeus, 1758)	species
81137	81137	Animalia	Chordata	Aves	Charadriiformes	Laridae	Sterna paradisaea Pontoppidan, 1763	species
631809	631809	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Actitis macularius (Linnaeus, 1766)	species
77702	77702	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Arenaria interpres (Linnaeus, 1758)	species
77705	77705	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Arenaria melanocephala (Vigors, 1829)	species
79220	79220	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Bartramia longicauda (Bechstein, 1812)	species
79269	79269	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris bairdii (Coues, 1861)	species
79283	79283	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris mauri (Cabanis, 1857)	species
79267	79267	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris melanotos (Vieillot, 1819)	species
79270	79270	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris minutilla (Vieillot, 1819)	species
79282	79282	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris pusilla (Linnaeus, 1766)	species
631807	631807	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago delicata (Ord, 1825)	species
79291	79291	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limnodromus griseus (Gmelin, 1789)	species
79295	79295	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limnodromus scolopaceus (Say, 1822)	species
79308	79308	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa haemastica (Linnaeus, 1758)	species
79206	79206	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius phaeopus (Linnaeus, 1758)	species
80295	80295	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Phalaropus lobatus (Linnaeus, 1758)	species
79231	79231	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa flavipes (Gmelin, 1789)	species
79229	79229	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa melanoleuca (Gmelin, 1789)	species
79225	79225	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa solitaria A. Wilson, 1813	species
83966	83966	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Megaceryle alcyon (Linnaeus, 1758)	species
82533	82533	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco columbarius Linnaeus, 1758	species
81854	81854	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco peregrinus Tunstall, 1771	species
81847	81847	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco rusticolus Linnaeus, 1758	species
82543	82543	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco sparverius Linnaeus, 1758	species
83131	83131	Animalia	Chordata	Aves	Galliformes	Phasianidae	Bonasa umbellus (Linnaeus, 1766)	species
263111	263111	Animalia	Chordata	Aves	Galliformes	Phasianidae	Falcipennis canadensis (Linnaeus, 1758)	species
83147	83147	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus lagopus (Linnaeus, 1758)	species
529883	529883	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus leucura (Richardson, 1831)	species
529885	529885	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus muta (Montin, 1781)	species
86451	86451	Animalia	Chordata	Aves	Galliformes	Phasianidae	Meleagris gallopavo Linnaeus, 1758	species
84328	84328	Animalia	Chordata	Aves	Galliformes	Phasianidae	Phasianus colchicus Linnaeus, 1758	species
81671	81671	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia immer (Brunnich, 1764)	species
81678	81678	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia pacifica (Lawrence, 1858)	species
81677	81677	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia stellata (Pontoppidan, 1763)	species
86496	86496	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus canadensis (Linnaeus, 1758)	species
264079	264079	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Eremophila alpestris (Linnaeus, 1758)	species
88292	88292	Animalia	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla garrulus (Linnaeus, 1758)	species
85681	85681	Animalia	Chordata	Aves	Passeriformes	Calcariidae	Calcarius lapponicus (Linnaeus, 1758)	species
85688	85688	Animalia	Chordata	Aves	Passeriformes	Calcariidae	Plectrophenax nivalis (Linnaeus, 1758)	species
90967	90967	Animalia	Chordata	Aves	Passeriformes	Certhiidae	Certhia americana Bonaparte, 1838	species
88300	88300	Animalia	Chordata	Aves	Passeriformes	Cinclidae	Cinclus mexicanus Swainson, 1827	species
87111	87111	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus caurinus S. F. Baird, 1858	species
87099	87099	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus corax Linnaeus, 1758	species
86257	86257	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta stelleri (Gmelin, 1788)	species
86237	86237	Animalia	Chordata	Aves	Passeriformes	Corvidae	Perisoreus canadensis (Linnaeus, 1766)	species
87094	87094	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pica pica (Linnaeus, 1758)	species
84754	84754	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco hyemalis (Linnaeus, 1758)	species
85634	85634	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melospiza lincolnii (Audubon, 1834)	species
85643	85643	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melospiza melodia (A. Wilson, 1810)	species
83846	83846	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Passerculus sandwichensis (J. F. Gmelin, 1789)	species
85612	85612	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Passerella iliaca (Merrem, 1786)	species
85609	85609	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Zonotrichia atricapilla (J. F. Gmelin, 1789)	species
85602	85602	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Zonotrichia leucophrys (J. R. Forster, 1772)	species
94329	94329	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte tephrocotis (Swainson, 1832)	species
95311	95311	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Loxia curvirostra Linnaeus, 1758	species
83794	83794	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Loxia leucoptera J. F. Gmelin, 1789	species
94318	94318	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pinicola enucleator (Linnaeus, 1758)	species
87417	87417	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon pyrrhonota (Vieillot, 1817)	species
87396	87396	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Riparia riparia (Linnaeus, 1758)	species
87391	87391	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta bicolor (Vieillot, 1808)	species
87386	87386	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta thalassina (Swainson, 1827)	species
93664	93664	Animalia	Chordata	Aves	Passeriformes	Icteridae	Euphagus carolinus (Statius Muller, 1776)	species
88273	88273	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius excubitor Linnaeus, 1758	species
266934	266934	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus rubescens (Tunstall, 1771)	species
87198	87198	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Oenanthe oenanthe (Linnaeus, 1758)	species
265874	265874	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile atricapillus (Linnaeus, 1766)	species
265882	265882	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile hudsonicus (J. R. Forster, 1772)	species
88057	88057	Animalia	Chordata	Aves	Passeriformes	Regulidae	Regulus calendula (Linnaeus, 1766)	species
88051	88051	Animalia	Chordata	Aves	Passeriformes	Regulidae	Regulus satrapa Lichtenstein, 1823	species
90945	90945	Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta canadensis Linnaeus, 1766	species
921891	921891	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes pacificus S. F. Baird, 1864	species
87158	87158	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus guttatus (Pallas, 1811)	species
87174	87174	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus minimus (Lafresnaye, 1848)	species
87168	87168	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus ustulatus (Nuttall, 1840)	species
87152	87152	Animalia	Chordata	Aves	Passeriformes	Turdidae	Ixoreus naevius (Gmelin, 1789)	species
88006	88006	Animalia	Chordata	Aves	Passeriformes	Turdidae	Myadestes townsendi (Audubon, 1838)	species
87136	87136	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus migratorius Linnaeus, 1766	species
267828	267828	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus cooperi (Nuttall, 1831)	species
85848	85848	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus sordidulus P. L. Sclater, 1859	species
85826	85826	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax alnorum Brewster, 1895	species
264075	264075	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax hammondii (Xantus de Vesey, 1858)	species
84820	84820	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes auratus (Linnaeus, 1758)	species
84927	84927	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides arcticus (Swainson, 1832)	species
546917	546917	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides dorsalis S. F. Baird, 1858	species
84936	84936	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides pubescens (Linnaeus, 1766)	species
85739	85739	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides villosus (Linnaeus, 1766)	species
81686	81686	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps auritus (Linnaeus, 1758)	species
81682	81682	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps grisegena (Boddaert, 1783)	species
82514	82514	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanodroma furcata (Gmelin, 1789)	species
82979	82979	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius acadicus (J. F. Gmelin, 1788)	species
82974	82974	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius funereus (Linnaeus, 1758)	species
82971	82971	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio flammeus (Pontoppidan, 1763)	species
80772	80772	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo virginianus (J. F. Gmelin, 1788)	species
82964	82964	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix nebulosa J. R. Forster, 1772	species
80787	80787	Animalia	Chordata	Aves	Strigiformes	Strigidae	Surnia ulula (Linnaeus, 1758)	species
83419	83419	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax auritus (Lesson, 1831)	species
95063	95063	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Oreamnos americanus (Blainville, 1816)	species
95060	95060	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis dalli Nelson, 1884	species
95052	95052	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Alces alces (Linnaeus, 1758)	species
95045	95045	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Odocoileus hemionus (Rafinesque, 1817)	species
95050	95050	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Rangifer tarandus (Linnaeus, 1758)	species
93340	93340	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis latrans Say, 1823	species
93337	93337	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis lupus Linnaeus, 1758	species
93347	93347	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes vulpes (Linnaeus, 1758)	species
86104	86104	Animalia	Chordata	Mammalia	Carnivora	Felidae	Felis catus Linnaeus, 1758	species
93324	93324	Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx lynx (Linnaeus, 1758)	species
93288	93288	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo gulo (Linnaeus, 1758)	species
93285	93285	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lontra canadensis (Schreber, 1777)	species
93296	93296	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes americana (Turton, 1806)	species
93292	93292	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela erminea Linnaeus, 1758	species
629081	629081	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Neovison vison (Schreber, 1777)	species
93396	93396	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Phoca vitulina Linnaeus, 1758	species
93280	93280	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus americanus Pallas, 1780	species
93279	93279	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus arctos Linnaeus, 1758	species
92554	92554	Animalia	Chordata	Mammalia	Cetacea	Monodontidae	Delphinapterus leucas (Pallas, 1776)	species
88706	88706	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis lucifugus (Le Conte, 1831)	species
89638	89638	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus americanus Erxleben, 1777	species
89656	89656	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus cuniculus (Linnaeus, 1758)	species
89615	89615	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo sapiens Linnaeus, 1758	species
90673	90673	Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor canadensis Kuhl, 1820	species
91699	91699	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus miurus Osgood, 1901	species
90767	90767	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Microtus oeconomus (Pallas, 1776)	species
91709	91709	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Ondatra zibethicus (Linnaeus, 1766)	species
91715	91715	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Synaptomys borealis (Richardson, 1828)	species
89667	89667	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Marmota caligata (Eschscholtz, 1829)	species
89697	89697	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Tamiasciurus hudsonicus (Erxleben, 1777)	species
88122	88122	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Sorex cinereus Kerr, 1792	species
88660	88660	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Sorex hoyi Baird, 1857	species
88665	88665	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Sorex monticolus Merriam, 1890	species
65704	65704	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus catostomus (Forster, 1773)	species
73559	73559	Animalia	Chordata	Teleostei	Esociformes	Esocidae	Esox lucius Linnaeus, 1758	species
