ID	taxonID	kingdom	phylum	class	order	family	scientificName	taxonRank
25336	25336	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Rabdophaga rigidae (Osten Sacken, 1862)	species
28526	28526	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cricotopus annulator Goetghebuer, 1927	species
29409	29409	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Cricotopus tremulus (Linnaeus, 1758)	species
29455	29455	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Eukiefferiella claripennis Lundbeck	species
29465	29465	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Eukiefferiella coerulescens (Kieffer)	species
30193	30193	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Hydrobaenus fusistylus (Goetghebuer, 1933)	species
31117	31117	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Nanocladius spiniplenus Saether, 1977	species
31135	31135	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladius appersoni Soponis, 1977	species
31146	31146	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladius curtiseta Saether, 1973	species
31183	31183	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladius oblidens (Walker, 1856)	species
31189	31189	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladius rivicola Kieffer, 1911	species
31190	31190	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladius rivulorum Kieffer, 1909	species
32704	32704	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Psilometriocnemus triannulatus Saether, 1969	species
32791	32791	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Synorthocladius semivirens (Keiffer, 1909)	species
32830	32830	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tvetenia calvescens (Edwards, 1929)	species
54425	54425	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Chlorops sahlbergii Loew, 1863	species
54880	54880	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Thaumatomyia trifasciata (Zetterstedt, 1848)	species
34997	34997	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes abserratus (Felt and Young, 1904)	species
35042	35042	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes diantaeus Howard, Dyar and Knab, 1913	species
35753	35753	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta impatiens (Walker, 1848)	species
39717	39717	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Argyra currani Van Duzee, 1925	species
42799	42799	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Campsicnemus alaskensis (Harmston and Miller, 1966)	species
42808	42808	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Campsicnemus claudicans Loew, 1864	species
45555	45555	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Dolichopus detersus Loew, 1866	species
47319	47319	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Dolichopus plumipes (Scopoli, 1763)	species
47342	47342	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Dolichopus remipes Wahlberg, 1839	species
47384	47384	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Dolichopus stenhammari Zetterdtedt, 1843	species
39443	39443	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus algens Wheeler, 1899	species
39477	39477	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Hydrophorus glaber (Walker, 1849)	species
39028	39028	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Medetera vockerothi Bickel, 1985	species
38083	38083	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Neurigona ciliata Van Duzee, 1913	species
41608	41608	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Rhaphium discolor Zetterstedt, 1838	species
41615	41615	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Rhaphium elegantulum (Meigen, 1824)	species
41624	41624	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Rhaphium femoratum (Van Duzee, 1922)	species
44164	44164	Animalia	Arthropoda	Insecta	Diptera	Dryomyzidae	Dryomyza setosa (Bigot, 1886)	species
44177	44177	Animalia	Arthropoda	Insecta	Diptera	Dryomyzidae	Helcomyza mirabilis Melander, 1920	species
35341	35341	Animalia	Arthropoda	Insecta	Diptera	Empididae	Clinocera fuscipennis Loew, 1876	species
37096	37096	Animalia	Arthropoda	Insecta	Diptera	Empididae	Iteaphila macquarti Zetterstedt, 1838	species
37104	37104	Animalia	Arthropoda	Insecta	Diptera	Empididae	Iteaphila orchestris Melander, 1902	species
37105	37105	Animalia	Arthropoda	Insecta	Diptera	Empididae	Iteaphila testacea Melander, 1946	species
37106	37106	Animalia	Arthropoda	Insecta	Diptera	Empididae	Iteaphila triangula (Coquillett, 1900)	species
37929	37929	Animalia	Arthropoda	Insecta	Diptera	Empididae	Rhamphomyia anthracodes Coquillett, 1900	species
37934	37934	Animalia	Arthropoda	Insecta	Diptera	Empididae	Rhamphomyia atrata Coquillett, 1900	species
37936	37936	Animalia	Arthropoda	Insecta	Diptera	Empididae	Rhamphomyia barypoda Coquillett, 1900	species
992094	992094	Animalia	Arthropoda	Insecta	Diptera	Ephydridae		species
49611	49611	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Coenia curvicauda (Meigen, 1830)	species
52290	52290	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Discocerina obscurella (Fallen, 1813)	species
52310	52310	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Ditrichophora occidentalis Cresson, 1942	species
49639	49639	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Ephydra riparia Fallen, 1813	species
47953	47953	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hyadina binotata (Cresson, 1926)	species
53441	53441	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia morrisoni Cresson, 1924	species
53864	53864	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Hydrellia tibialis Cresson, 1917	species
53878	53878	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Ilythea spilota (Curtis, 1832)	species
49682	49682	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Lamproscatella occidentalis Mathis, 1979	species
48648	48648	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Lytogaster obscura Clausen, 1982	species
53931	53931	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Notiphila loewi Cresson, 1917	species
48713	48713	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Parydra aquila (Fallen, 1813)	species
48748	48748	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Parydra quadriloba Clausen and Cook, 1971	species
48660	48660	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Pelina canadensis Cresson, 1934	species
49585	49585	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Philygria debilis Loew, 1861	species
53378	53378	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Psilopa girschneri Von Roeder, 1889	species
50384	50384	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Scatella laxa Cresson, 1933	species
50392	50392	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Scatella obsoleta Loew, 1861	species
50419	50419	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Scatophila cribrata (Stenhammar, 1844)	species
49660	49660	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Setacera micans (Haliday, 1833)	species
60199	60199	Animalia	Arthropoda	Insecta	Diptera	Fanniidae	Fannia postica (Stein, 1895)	species
60215	60215	Animalia	Arthropoda	Insecta	Diptera	Fanniidae	Fannia serena (Fallen, 1825)	species
60223	60223	Animalia	Arthropoda	Insecta	Diptera	Fanniidae	Fannia spathiophora Malloch, 1918	species
60224	60224	Animalia	Arthropoda	Insecta	Diptera	Fanniidae	Fannia subpellucens (Zetterstedt, 1845)	species
51685	51685	Animalia	Arthropoda	Insecta	Diptera	Heleomyzidae	Heleomyza nebulosa (Coquillett, 1910)	species
52004	52004	Animalia	Arthropoda	Insecta	Diptera	Heleomyzidae	Suillia apicalis (Loew, 1862)	species
52011	52011	Animalia	Arthropoda	Insecta	Diptera	Heleomyzidae	Suillia convergens (Walker, 1849)	species
40737	40737	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Ocydromia glabricula (Fallen, 1816)	species
41735	41735	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Platypalpus lateralis Loew, 1864	species
41806	41806	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Platypalpus xanthopodus Melander, 1927	species
40721	40721	Animalia	Arthropoda	Insecta	Diptera	Lonchopteridae	Lonchoptera uniseta Curran, 1934	species
58114	58114	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Coenosia cilicauda Malloch, 1920	species
51139	51139	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Haematobosca alcis (Snow, 1891)	species
58890	58890	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Limnospila albifrons (Zetterstedt, 1849)	species
51085	51085	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Mesembrina latreillii Robineau-Desvoidy, 1830	species
51097	51097	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Morellia podagrica (Loew, 1857)	species
61645	61645	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Muscina levida (Harris, 1788)	species
49964	49964	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Thricops coquilletti (Malloch, 1920)	species
49966	49966	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Thricops diaphanus (Wiedemann, 1817)	species
25323	25323	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Tarnania tarnanii (Dziedzicki, 1910)	species
47159	47159	Animalia	Arthropoda	Insecta	Diptera	Otitidae	Melieria cana (Loew, 1858)	species
45836	45836	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Dictya umbroides Curran, 1932	species
44197	44197	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Pherbellia albocostata (Fallen, 1820)	species
44931	44931	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Pherbellia tenuipes (Loew, 1872)	species
45914	45914	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Renocera brevis (Cresson, 1920)	species
45934	45934	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Sepedon borealis Steyskal, 1951	species
46768	46768	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Tetanocera fuscinervis (Zetterstedt, 1838)	species
46779	46779	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Tetanocera montana Day, 1881	species
46787	46787	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Tetanocera phyllophora Melander, 1920	species
46788	46788	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Tetanocera plebeja Loew, 1862	species
46796	46796	Animalia	Arthropoda	Insecta	Diptera	Sciomyzidae	Tetanocera silvatica Meigen, 1830	species
47576	47576	Animalia	Arthropoda	Insecta	Diptera	Sepsidae	Themira putris (Linnaeus, 1758)	species
24021	24021	Animalia	Arthropoda	Insecta	Diptera	Simuliidae	Prosimulium travisi Stone, 1952	species
24726	24726	Animalia	Arthropoda	Insecta	Diptera	Simuliidae	Simulium vittatum (Zetterstedt, 1838)	species
44504	44504	Animalia	Arthropoda	Insecta	Diptera	Sphaeroceridae	Aptilotus parvipennis (Spuler, 1924)	species
29707	29707	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Beris fuscipes Meigen, 1820	species
34463	34463	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Nemotelus canadensis Loew, 1863	species
30315	30315	Animalia	Arthropoda	Insecta	Diptera	Synneuridae	Synneuron decipiens Hutson, 1977	species
48809	48809	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Baccha elongata (Fabricius, 1775)	species
45814	45814	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Brachyopa ferruginea (Fallen, 1817)	species
41195	41195	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Chalcosyrphus vecors (Osten Sacken, 1875)	species
41057	41057	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Cheilosia lasiophthalmus Williston, 1882	species
38213	38213	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Doros aequalis Loew, 1863	species
44798	44798	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops perfidiosus (Hunter, 1897)	species
48824	48824	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Melanostoma mellinum (Linnaeus, 1758)	species
46692	46692	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Neoascia metallica (Williston, 1882)	species
39946	39946	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Parasyrphus tarsatus (Zetterstedt, 1838)	species
48843	48843	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus angustatus (Zetterstedt, 1843)	species
49857	49857	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus modestus Ide, 1926	species
49886	49886	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus peltatoides Curran, 1923	species
49896	49896	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus rosarum (Fabricius, 1787)	species
43905	43905	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Sericomyia militaris Walker, 1849	species
39995	39995	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Sphaerophoria philanthus Meigen	species
40041	40041	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Syrphus vitripennis Meigen, 1822	species
28245	28245	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Chrysops nigripes Zetterstedt, 1838	species
30709	30709	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Hybomitra zonalis (Kirby, 1837)	species
475652	475652	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Siphona maculata Staeger, 1849	species
474811	474811	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Tachina marklini Zetterstedt, 1838	species
519885	519885	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Campiglossa farinata (Novak, 1974)	species
49452	49452	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis basiola (Osten Sacken, 1877)	species
22626	22626	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Prionocera unimicra (Alexander, 1915)	species
11982	11982	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula entomophthorae Alexander, 1918	species
29650	29650	Animalia	Arthropoda	Insecta	Diptera	Xylophagidae	Xylophagus decorus Williston, 1885	species
9041	9041	Animalia	Arthropoda	Insecta	Ephemeroptera	Ameletidae	Ameletus celer McDunnough, 1934	species
7349	7349	Animalia	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis bicaudatus Dodds, 1923	species
295850	295850	Animalia	Arthropoda	Insecta	Ephemeroptera	Baetidae	Procloeon pennulatum (Eaton, 1870)	species
11715	11715	Animalia	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Ephemerella aurivillii (Bengtsson, 1908)	species
6470	6470	Animalia	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	Epeorus grandis (McDunnough, 1924)	species
10038	10038	Animalia	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Paraleptophlebia debilis (Walker, 1853)	species
11131	11131	Animalia	Arthropoda	Insecta	Hemiptera	Acanthosomatidae	Elasmostethus interstinctus (Linnaeus, 1758)	species
10420	10420	Animalia	Arthropoda	Insecta	Hemiptera	Anthocoridae	Anthocoris musculus (Say, 1832)	species
118120	118120	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae	Macrosiphum euphorbiae (Thomas, 1878)	species
114765	114765	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Philaenus spumarius (Linnaeus, 1758)	species
2860	2860	Animalia	Arthropoda	Insecta	Hemiptera	Aradidae	Aneurus simplex Uhler, 1871	species
900611	900611	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Achorotile subarctica Scudder, 1963	species
896089	896089	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Criomorphus inconspicuus (Uhler, 1877)	species
895756	895756	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes serrata Beamer, 1948	species
897485	897485	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Javesella atrata (Osborn, 1938)	species
898492	898492	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Javesella pellucida (Fabricius, 1794)	species
900412	900412	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Kosswigianella analis (Crawford, 1914)	species
901621	901621	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Kusnezoviella macleani Wilson, 1988	species
904765	904765	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Paraliburnia kilmani (Van Duzee, 1897)	species
5554	5554	Animalia	Arthropoda	Insecta	Hemiptera	Geocoridae	Geocoris bullatus (Say, 1832)	species
7815	7815	Animalia	Arthropoda	Insecta	Hemiptera	Gerridae	Gerris buenoi Kirkaldy, 1911	species
7849	7849	Animalia	Arthropoda	Insecta	Hemiptera	Gerridae	Limnoporus rufoscutellatus (Latreille, 1807)	species
5593	5593	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Kleidocerys resedae (Panzer, 1797)	species
757268	757268	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Calocoris fulvomaculatus (De Geer, 1773)	species
757375	757375	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Irbisia sericans (Stål, 1858)	species
757427	757427	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygocoris pabulinus (Linnaeus, 1761)	species
757482	757482	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus borealis (Kelton, 1955)	species
613681	613681	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus lupini Schwartz in Schwartz and Foottit, 1998	species
613673	613673	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus punctatus (Zetterstedt, 1838)	species
613675	613675	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus rugulipennis Poppius, 1911	species
757510	757510	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus shulli Knight, 1941	species
757513	757513	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus striatus Knight, 1917	species
8495	8495	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Plagiognathus alboradialis Knight, 1923	species
3047	3047	Animalia	Arthropoda	Insecta	Hemiptera	Pentatomidae	Neottiglossa undata (Say, 1832)	species
7114	7114	Animalia	Arthropoda	Insecta	Hemiptera	Rhyparochromidae	Eremocoris borealis (Dallas, 1852)	species
7652	7652	Animalia	Arthropoda	Insecta	Hemiptera	Rhyparochromidae	Ligyrocoris sylvestris (Linnaeus, 1758)	species
614632	614632	Animalia	Arthropoda	Insecta	Hemiptera	Rhyparochromidae	Peritrechus convivus (Stål, 1851)	species
7140	7140	Animalia	Arthropoda	Insecta	Hemiptera	Rhyparochromidae	Scolopostethus thomsoni Reuter, 1874	species
6571	6571	Animalia	Arthropoda	Insecta	Hemiptera	Scutelleridae	Homaemus aeneifrons (Say, 1824)	species
479289	479289	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena clarkella (Kirby, 1802)	species
61235	61235	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis mellifera Linnaeus, 1758	species
606054	606054	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus occidentalis Greene, 1858	species
606082	606082	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus sylvicola Kirby, 1837	species
58340	58340	Animalia	Arthropoda	Insecta	Hymenoptera	Cimbicidae	Cimbex americana Leach	species
312847	312847	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Camponotus herculeanus (Linnaeus, 1758)	species
313025	313025	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica aserva Forel, 1901	species
314138	314138	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica gagatoides Ruzsky, 1904	species
314844	314844	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica neorufibarbis Emery, 1893	species
317987	317987	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax muscorum (Nylander, 1846)	species
321222	321222	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica alaskensis Wheeler, 1917	species
695418	695418	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Lasioglossum behri (Cockerell, 1910)	species
383698	383698	Animalia	Arthropoda	Insecta	Hymenoptera	Megaspilidae	Dendrocerus laevis (Ratzeburg, 1852)	species
641471	641471	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster obscuripennis Ashmead, 1893	species
58382	58382	Animalia	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Cladius difformis (Panzer)	species
317673	317673	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae		species
60011	60011	Animalia	Arthropoda	Insecta	Hymenoptera	Vespidae	Dolichovespula arenaria (Fabricius)	species
929240	929240	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Hypena californica Behr, 1870	species
928680	928680	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Hypenodes palustris Ferguson, 1954	species
99142	99142	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Platarctia parthenos (Harris, 1850)	species
101781	101781	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Scoliopteryx libatrix (Linnaeus, 1758)	species
572945	572945	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae		species
101892	101892	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Archiearis infans (Möschler, 1862)	species
942973	942973	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Cabera exanthemata (Scopoli, 1763)	species
102868	102868	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Campaea perlata (Guenée in Boisduval and Guenée, 1858)	species
102580	102580	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Cladara limitaria (Walker, 1860)	species
938948	938948	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Epirrita undulata (Harrison, 1942)	species
101835	101835	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Eulithis propulsata (Walker, 1862)	species
944614	944614	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Eupithecia sharronata Bolte, 1990	species
935770	935770	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Lycia rachelae (Hulst, 1896)	species
935624	935624	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Lycia ursaria (Walker in D'Urban, 1860)	species
22405	22405	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Operophtera bruceata (Hulst, 1886)	species
102613	102613	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Plemyria georgii Hulst, 1896	species
102675	102675	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Rheumaptera hastata (Linnaeus, 1758)	species
102676	102676	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Rheumaptera subhastata (Nolcken, 1870)	species
102565	102565	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Scopula frigidaria (Möschler, 1860)	species
102668	102668	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Spargania luctuata ([Denis and Schiffermüller], 1775)	species
102587	102587	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Trichodezia albovittata (Guenée in Boisduval and Guenée, 1858)	species
948147	948147	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Xanthorhoe decoloraria (Esper, 1806)	species
102640	102640	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Xanthorhoe ferrugata (Clerck, 1759)	species
937368	937368	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Xanthorhoe fossaria Taylor, 1906	species
98684	98684	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carterocephalus palaemon (Pallas, 1771)	species
21560	21560	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma americana (Harris)	species
766117	766117	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Celastrina lucia (W. Kirby, 1837)	species
97391	97391	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche lygdamus (E. Doubleday, 1841)	species
97379	97379	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena dorcas W. Kirby, 1837	species
766146	766146	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Plebejus idas (Linnaeus, 1761)	species
99164	99164	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Alypia langtoni Couper, 1865	species
929308	929308	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Apamea cogitata (Smith, 1891)	species
759614	759614	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Diarsia esurialis (Grote, 1881)	species
759615	759615	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Diarsia rosaria (Grote, 1878)	species
928699	928699	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Litholomia napaea (Morrison, 1874)	species
932585	932585	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Lithomoia germana (Morrison, 1875)	species
759627	759627	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctua pronuba (Linnaeus, 1758)	species
101272	101272	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Sunira bicolorago (Guenée, 1852)	species
931453	931453	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Sunira verberata (Smith, 1904)	species
101349	101349	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Syngrapha alticola (Walker, 1858)	species
933630	933630	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Syngrapha viridisigma (Grote, 1874)	species
759668	759668	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia c-nigrum (Linnaeus, 1758)	species
759677	759677	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia homogena (McDunnough, 1921)	species
759702	759702	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia tecta (Hübner, 1808)	species
101249	101249	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xylena thoracica (Putnam-Cramer, 1886)	species
934508	934508	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae	Furcula occidentalis (Lintner, 1878)	species
932291	932291	Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae	Pheosia rimosa Packard, 1864	species
766264	766264	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais milberti (Godart, 1819)	species
98644	98644	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria chariclea (Schneider, 1794)	species
98648	98648	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria freija (Thunberg, 1791)	species
98639	98639	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria selene ([Schiffermüller], 1775)	species
766337	766337	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Coenonympha tullia (Müller, 1764)	species
766360	766360	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Erebia discoidalis (W. Kirby, 1837)	species
98672	98672	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Nymphalis antiopa (Linnaeus, 1758)	species
766369	766369	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Oeneis bore (Esper, 1789)	species
